show_title,weekly_hours_viewed,month_of_year,year,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name,date_temp,quarter,quart_years
Fear Street Part 1: 1994,59780000,July,2021,Films,tt6566576,movie,Fear Street: Part One - 1994,Fear Street: 1994,,2021.0,,107.0,"Drama,Horror,Mystery",6.2,90677.0,nm4074404,Leigh Janiak,2021-07-01,3,2021-Q3
Major Grom: Plague Doctor,54390000,July,2021,Films,tt7601480,movie,Major Grom: Plague Doctor,Mayor Grom: Chumnoy Doktor,NO,2021.0,,136.0,"Action,Crime",6.3,13248.0,nm8251673,Oleg Trofim,2021-07-01,3,2021-Q3
Fatherhood,46300000,July,2021,Films,tt18571782,movie,Fatherhood,Fatherhood,YES,2021.0,,,Adult,,,,,2021-07-01,3,2021-Q3
Fear Street Part 2: 1978,41980000,July,2021,Films,tt9701940	,movie,Fear Street: Part Two - 1978,Fear Street: 1978,,2021.0,,109.0,"Drama,Horror,Mystery",,,,,2021-07-01,3,2021-Q3
Blood Red Sky,35930000,July,2021,Films,tt6402468,movie,Blood Red Sky,Blood Red Sky,NO,2021.0,,121.0,"Action,Adventure,Drama",6.1,53168.0,nm0861826,Peter Thorwarth,2021-07-01,3,2021-Q3
Wish Dragon,34400000,July,2021,Films,tt5562070,movie,Wish Dragon,Wish Dragon,NO,2021.0,,98.0,"Adventure,Animation,Comedy",7.2,31751.0,nm2282774,Chris Appelhans,2021-07-01,3,2021-Q3
Fear Street Part 3: 1666,32430000,July,2021,Films,tt15065912,tvEpisode,Fear Street Part 3: 1666,Fear Street Part 3: 1666,NO,2021.0,,,"Comedy,Horror,Talk-Show",,,,,2021-07-01,3,2021-Q3
Haseen Dillruba,24630000,July,2021,Films,tt11027830,movie,Haseen Dillruba,Haseen Dillruba,NO,2021.0,,135.0,"Crime,Drama,Mystery",6.9,28893.0,nm5932553,Vinil Mathew,2021-07-01,3,2021-Q3
Twilight,20190000,July,2021,Films,tt4242732,movie,Twilight,Sayeh Roshan,NO,2013.0,,,Drama,4.5,68.0,nm1288038,Farzad Motamen,2021-07-01,3,2021-Q3
How I Became a Superhero,18680000,July,2021,Films,tt10345590,movie,How I Became a Super Hero,Comment je suis devenu super-héros	,,2020.0,,97.0,"Action,Adventure,Comedy",5.8,5905.0,nm2537631,Douglas Attal,2021-07-01,3,2021-Q3
Warcraft,18640000,July,2021,Films,tt0803096,movie,Warcraft,Warcraft,NO,2016.0,,123.0,"Action,Adventure,Fantasy",6.7,274064.0,nm1512910,Duncan Jones,2021-07-01,3,2021-Q3
The Kissing Booth 3,126590000,August,2021,Films,tt12783454,movie,The Kissing Booth 3,The Kissing Booth 3,NO,2021.0,,112.0,"Comedy,Romance",4.8,20362.0,nm1479803,Vince Marcello,2021-08-01,3,2021-Q3
Sweet Girl,105300000,August,2021,Films,tt10731768,movie,Sweet Girl,Sweet Girl,NO,2021.0,,110.0,"Action,Drama,Thriller",5.5,34358.0,nm1892926,Brian Andrew Mendoza,2021-08-01,3,2021-Q3
Vivo,94380000,August,2021,Films,tt6338498,movie,Vivo,Vivo,NO,2021.0,,95.0,"Adventure,Animation,Comedy",6.7,20985.0,"nm0210320,nm2859976","Kirk DeMicco, Brandon Jeffords",2021-08-01,3,2021-Q3
Blood Red Sky,79680000,August,2021,Films,tt6402468,movie,Blood Red Sky,Blood Red Sky,NO,2021.0,,121.0,"Action,Adventure,Drama",6.1,53168.0,nm0861826,Peter Thorwarth,2021-08-01,3,2021-Q3
Resort to Love,67710000,August,2021,Films,tt12929990,movie,Resort to Love,Resort to Love,NO,2021.0,,101.0,"Comedy,Romance",5.7,6588.0,nm1286069,Steven K. Tsuchida,2021-08-01,3,2021-Q3
The Last Mercenary,52920000,August,2021,Films,tt12808182,movie,The Last Mercenary,Le dernier mercenaire,NO,2021.0,,110.0,"Action,Adventure,Comedy",5.3,9473.0,nm1925637,David Charhon,2021-08-01,3,2021-Q3
Beckett,47450000,August,2021,Films,tt10230994,movie,Beckett,Beckett,NO,2021.0,,110.0,"Action,Crime,Drama",5.7,27799.0,nm2982028,Ferdinando Cito Filomarino,2021-08-01,3,2021-Q3
He's All That,42810000,August,2021,Films,tt4590256,movie,He's All That,He's All That,NO,2021.0,,88.0,"Comedy,Romance",4.4,27582.0,nm0914132,Mark Waters,2021-08-01,3,2021-Q3
Aftermath,40070000,August,2021,Films,tt21572042,movie,Aftermath,Aftermath,NO,2023.0,,78.0,"Drama,Mystery,Sci-Fi",7.2,37.0,"nm4179756,nm4179869","Gergö Elekes, József Gallai",2021-08-01,3,2021-Q3
Hotel Transylvania 3: Summer Vacation,36260000,August,2021,Films,tt5220122,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,NO,2018.0,,97.0,"Adventure,Animation,Comedy",6.3,81821.0,nm0850733,Genndy Tartakovsky,2021-08-01,3,2021-Q3
Rurouni Kenshin: The Beginning,36150000,August,2021,Films,tt11991748,movie,Rurouni Kenshin: Final Chapter Part II - The Beginning,Rurôni Kenshin: Sai shûshô - The Beginning,,2021.0,,137.0,"Action,Adventure,Drama",7.4,10158.0,nm3311094,Keishi Otomo,2021-08-01,3,2021-Q3
Kate,87460000,September,2021,Films,tt7737528,movie,Kate,Kate,NO,2021.0,,106.0,"Action,Adventure,Crime",6.2,68246.0,nm1031639,Cedric Nicolas-Troyan,2021-09-01,3,2021-Q3
Afterlife of the Party,58600000,September,2021,Films,tt11742798,movie,Afterlife of the Party,Afterlife of the Party,NO,2021.0,,109.0,"Comedy,Drama,Fantasy",5.8,10258.0,nm0378893,Stephen Herek,2021-09-01,3,2021-Q3
He's All That,47660000,September,2021,Films,tt4590256,movie,He's All That,He's All That,NO,2021.0,,88.0,"Comedy,Romance",4.4,27582.0,nm0914132,Mark Waters,2021-09-01,3,2021-Q3
SAS: Rise of the Black Swan,42660000,September,2021,Films,tt4479380,movie,SAS: Red Notice,SAS: Red Notice,,2021.0,,124.0,"Action,Thriller",5.2,20564.0,nm0994368,Magnus Martens,2021-09-01,3,2021-Q3
The Father Who Moves Mountains,30950000,September,2021,Films,tt8886670,movie,The Father Who Moves Mountains,Tata muta muntii,NO,2021.0,,108.0,"Drama,Thriller",5.5,3972.0,nm3212856,Daniel Sandu,2021-09-01,3,2021-Q3
Prey,30040000,September,2021,Films,tt11866324,movie,Prey,Prey,NO,2022.0,,100.0,"Action,Adventure,Drama",7.1,216260.0,nm0870469,Dan Trachtenberg,2021-09-01,3,2021-Q3
Intrusion,30040000,September,2021,Films,tt6228950,movie,Intrusion,Intrusion,NO,2021.0,,,"Crime,Drama,Horror",,,nm3487158,Brad Grimm,2021-09-01,3,2021-Q3
Man on Fire,28750000,September,2021,Films,tt0328107,movie,Man on Fire,Man on Fire,NO,2004.0,,146.0,"Action,Crime,Drama",7.7,380549.0,nm0001716,Tony Scott,2021-09-01,3,2021-Q3
Schumacher,25330000,September,2021,Films,tt10322274,movie,Schumacher,Schumacher,NO,2021.0,,112.0,"Biography,Documentary,Sport",7.4,24555.0,"nm3619732,nm3986865,nm0917035","Michael Wech, Hanns-Bruno Kammertöns, Vanessa Nöcker",2021-09-01,3,2021-Q3
Worth,20040000,September,2021,Films,tt11575056,movie,Worth,Worth,NO,2020.0,,,Drama,,,nm9954336,Veronika Fodor,2021-09-01,3,2021-Q3
Sweet Girl,19960000,September,2021,Films,tt10731768,movie,Sweet Girl,Sweet Girl,NO,2021.0,,110.0,"Action,Drama,Thriller",5.5,34358.0,nm1892926,Brian Andrew Mendoza,2021-09-01,3,2021-Q3
The Guilty,106870000,October,2021,Films,tt9421570,movie,The Guilty,The Guilty,NO,2021.0,,90.0,"Crime,Drama,Thriller",6.3,141616.0,nm0298807,Antoine Fuqua,2021-10-01,4,2021-Q4
The Forgotten Battle,55670000,October,2021,Films,tt10521092,movie,The Forgotten Battle,De slag om de Schelde,NO,2020.0,,124.0,"Drama,War",7.1,35398.0,nm0374048,Matthijs van Heijningen Jr.,2021-10-01,4,2021-Q4
My Little Pony: A New Generation,51670000,October,2021,Films,tt10101702,movie,My Little Pony: A New Generation,My Little Pony: A New Generation,NO,2021.0,,90.0,"Adventure,Animation,Comedy",6.8,4333.0,"nm2366527,nm2440538,nm1072856","Mark Fattibene, Robert Cullen, José Luis Ucha",2021-10-01,4,2021-Q4
Army of Thieves,49640000,October,2021,Films,tt13024674,movie,Army of Thieves,Army of Thieves,NO,2021.0,,127.0,"Action,Comedy,Crime",6.4,85256.0,nm0777788,Matthias Schweighöfer,2021-10-01,4,2021-Q4
Night Teeth,48880000,October,2021,Films,tt10763820,movie,Night Teeth,Night Teeth,NO,2021.0,,107.0,"Action,Crime,Drama",5.7,20688.0,nm1726691,Adam Randall,2021-10-01,4,2021-Q4
Venom,46420000,October,2021,Films,tt17528598,movie,Venom,Venom,NO,2019.0,,83.0,Drama,,,nm11207473,Amara Angel Amuzuo,2021-10-01,4,2021-Q4
There's Someone Inside Your House,27860000,October,2021,Films,tt8150814,movie,There's Someone Inside Your House,There's Someone Inside Your House,NO,2021.0,,96.0,"Horror,Mystery,Thriller",4.9,18931.0,nm2674307,Patrick Brice,2021-10-01,4,2021-Q4
Hypnotic,24620000,October,2021,Films,tt8080204,movie,Hypnotic,Hypnotic,NO,2023.0,,93.0,"Action,Mystery,Thriller",5.5,23642.0,nm0001675,Robert Rodriguez,2021-10-01,4,2021-Q4
Friendzone,22610000,October,2021,Films,tt14700948,movie,Friendzone,Friendzone,NO,2021.0,,88.0,"Comedy,Romance",5.9,4187.0,nm2837673,Charles Van Tieghem,2021-10-01,4,2021-Q4
Stuck Together,21000000,October,2021,Films,tt13834006,movie,Stuck Together,Huit Rue de l'Humanite,NO,2021.0,,125.0,Comedy,6.3,7796.0,nm0200702,Dany Boon,2021-10-01,4,2021-Q4
The Starling,20130000,October,2021,Films,tt5164438,movie,The Starling,The Starling,NO,2021.0,,102.0,"Comedy,Drama",6.4,14727.0,nm0577647,Theodore Melfi,2021-10-01,4,2021-Q4
Red Notice,328480000,November,2021,Films,tt7991608,movie,Red Notice,Red Notice,NO,2021.0,,118.0,"Action,Comedy,Thriller",6.3,302112.0,nm1098493,Rawson Marshall Thurber,2021-11-01,4,2021-Q4
Love Hard,130110000,November,2021,Films,tt10752004,movie,Love Hard,Love Hard,NO,2021.0,,104.0,"Comedy,Romance",6.3,57982.0,nm2076099,Hernán Jiménez,2021-11-01,4,2021-Q4
The Harder They Fall,111590000,November,2021,Films,tt10696784,movie,The Harder They Fall,The Harder They Fall,NO,2021.0,,139.0,"Action,Drama,Western",6.6,69079.0,nm5029795,Jeymes Samuel,2021-11-01,4,2021-Q4
Army of Thieves,104430000,November,2021,Films,tt13024674,movie,Army of Thieves,Army of Thieves,NO,2021.0,,127.0,"Action,Comedy,Crime",6.4,85256.0,nm0777788,Matthias Schweighöfer,2021-11-01,4,2021-Q4
Bruised,47700000,November,2021,Films,tt15722098,movie,Bruised,Bruised,NO,2023.0,,,Thriller,5.6,13.0,nm5970165,Johnnard Harper,2021-11-01,4,2021-Q4
The Princess Switch 3: Romancing the Star,41020000,November,2021,Films,tt14731142,movie,The Princess Switch 3: Romancing the Star,The Princess Switch 3: Romancing the Star,,2021.0,,106.0,"Comedy,Drama,Family",5.5,7027.0,nm0737517,Mike Rohl,2021-11-01,4,2021-Q4
Yara,37860000,November,2021,Films,tt15655276,movie,Yara,Yara,NO,2021.0,,96.0,"Crime,Drama,Thriller",6.3,6010.0,nm0320285,Marco Tullio Giordana,2021-11-01,4,2021-Q4
The Croods,29300000,November,2021,Films,tt0481499,movie,The Croods,The Croods,NO,2013.0,,98.0,"Action,Adventure,Animation",7.2,226873.0,"nm0210320,nm0761498","Kirk DeMicco, Chris Sanders",2021-11-01,4,2021-Q4
A Boy Called Christmas,26820000,November,2021,Films,tt10187208,movie,A Boy Called Christmas,A Boy Called Christmas,NO,2021.0,,106.0,"Adventure,Drama,Family",6.7,24782.0,nm1481493,Gil Kenan,2021-11-01,4,2021-Q4
Central Intelligence,25430000,November,2021,Films,tt1489889,movie,Central Intelligence,Central Intelligence,NO,2016.0,,107.0,"Action,Comedy,Crime",6.3,206309.0,nm1098493,Rawson Marshall Thurber,2021-11-01,4,2021-Q4
Army of the Dead,24530000,November,2021,Films,tt0993840,movie,Army of the Dead,Army of the Dead,NO,2021.0,,148.0,"Action,Crime,Drama",5.8,181991.0,nm0811583,Zack Snyder,2021-11-01,4,2021-Q4
The Unforgivable,186900000,December,2021,Films,tt11233960,movie,The Unforgivable,The Unforgivable,NO,2021.0,,112.0,"Crime,Drama",7.1,116166.0,nm3519173,Nora Fingscheidt,2021-12-01,4,2021-Q4
Don't Look Up,111030000,December,2021,Films,tt11286314,movie,Don't Look Up,Don't Look Up,NO,2021.0,,138.0,"Comedy,Drama,Sci-Fi",7.2,574430.0,nm0570912,Adam McKay,2021-12-01,4,2021-Q4
Back to the Outback,79910000,December,2021,Films,tt13575806,movie,Back to the Outback,Back to the Outback,NO,2021.0,,95.0,"Adventure,Animation,Comedy",6.5,9895.0,"nm0187912,nm0208005","Harry Cripps, Clare Knight",2021-12-01,4,2021-Q4
Red Notice,68260000,December,2021,Films,tt7991608,movie,Red Notice,Red Notice,NO,2021.0,,118.0,"Action,Comedy,Thriller",6.3,302112.0,nm1098493,Rawson Marshall Thurber,2021-12-01,4,2021-Q4
A Boy Called Christmas,46500000,December,2021,Films,tt10187208,movie,A Boy Called Christmas,A Boy Called Christmas,NO,2021.0,,106.0,"Adventure,Drama,Family",6.7,24782.0,nm1481493,Gil Kenan,2021-12-01,4,2021-Q4
The Power of the Dog,40480000,December,2021,Films,tt10293406,movie,The Power of the Dog,The Power of the Dog,NO,2021.0,,126.0,"Drama,Western",6.8,188107.0,nm0001005,Jane Campion,2021-12-01,4,2021-Q4
Spoiled Brats,39900000,December,2021,Films,tt13079150,movie,Spoiled Brats,Pourris gâtés,NO,2021.0,,95.0,Comedy,6.1,7391.0,nm0190988,Nicolas Cuche,2021-12-01,4,2021-Q4
The Christmas Chronicles,37790000,December,2021,Films,tt2990140,movie,The Christmas Chronicles,The Christmas Chronicles,NO,2018.0,,104.0,"Adventure,Comedy,Family",7.0,78835.0,nm0443505,Clay Kaytis,2021-12-01,4,2021-Q4
A Castle For Christmas,35600000,December,2021,Films,tt13070602,movie,A Castle for Christmas,A Castle for Christmas,,2021.0,,98.0,"Adventure,Comedy,Drama",5.5,14298.0,nm0005116,Mary Lambert,2021-12-01,4,2021-Q4
A California Christmas: City Lights,34490000,December,2021,Films,tt13701962,movie,A California Christmas: City Lights,A California Christmas: City Lights,NO,2021.0,,106.0,"Comedy,Drama,Romance",5.5,3059.0,nm1626854,Shaun Paul Piccinino,2021-12-01,4,2021-Q4
Bruised,32340000,December,2021,Films,tt15722098,movie,Bruised,Bruised,NO,2023.0,,,Thriller,5.6,13.0,nm5970165,Johnnard Harper,2021-12-01,4,2021-Q4
Don't Look Up,266260000,January,2022,Films,tt11286314,movie,Don't Look Up,Don't Look Up,NO,2021.0,,138.0,"Comedy,Drama,Sci-Fi",7.2,574430.0,nm0570912,Adam McKay,2022-01-01,1,2022-Q1
Brazen,79750000,January,2022,Films,tt13978306,movie,Brazen,Brazen,NO,2022.0,,94.0,"Crime,Drama,Mystery",4.2,13385.0,nm0593618,Monika Mitchell,2022-01-01,1,2022-Q1
The Royal Treatment,69070000,January,2022,Films,tt13989030,movie,The Royal Treatment,The Royal Treatment,NO,2022.0,,96.0,"Comedy,Family,Romance",5.2,10944.0,nm0414910,Rick Jacobson,2022-01-01,1,2022-Q1
Mother/Android,58230000,January,2022,Films,tt13029044,movie,Mother/Android,Mother/Android,NO,2021.0,,110.0,"Drama,Sci-Fi,Thriller",4.9,20663.0,nm3231728,Mattson Tomlin,2022-01-01,1,2022-Q1
Red Notice,48190000,January,2022,Films,tt7991608,movie,Red Notice,Red Notice,NO,2021.0,,118.0,"Action,Comedy,Thriller",6.3,302112.0,nm1098493,Rawson Marshall Thurber,2022-01-01,1,2022-Q1
Back to the Outback,45180000,January,2022,Films,tt13575806,movie,Back to the Outback,Back to the Outback,NO,2021.0,,95.0,"Adventure,Animation,Comedy",6.5,9895.0,"nm0187912,nm0208005","Harry Cripps, Clare Knight",2022-01-01,1,2022-Q1
The Lost Daughter,38630000,January,2022,Films,tt9100054,movie,The Lost Daughter,The Lost Daughter,NO,2021.0,,121.0,Drama,6.7,71991.0,nm0350454,Maggie Gyllenhaal,2022-01-01,1,2022-Q1
The Secret Life of Pets 2,34040000,January,2022,Films,tt5113040,movie,The Secret Life of Pets 2,The Secret Life of Pets 2,NO,2019.0,,86.0,"Adventure,Animation,Comedy",6.4,66925.0,"nm0719208,nm3646390","Chris Renaud, Jonathan del Val",2022-01-01,1,2022-Q1
The Unforgivable,32650000,January,2022,Films,tt11233960,movie,The Unforgivable,The Unforgivable,NO,2021.0,,112.0,"Crime,Drama",7.1,116166.0,nm3519173,Nora Fingscheidt,2022-01-01,1,2022-Q1
How I Fell in Love with a Gangster,28960000,January,2022,Films,tt16453244,movie,How I Fell in Love with a Gangster,Jak pokochalam gangstera,NO,2022.0,,185.0,"Crime,Drama",6.0,2754.0,nm10398220,Maciej Kawulski,2022-01-01,1,2022-Q1
Munich – The Edge of War,28430000,January,2022,Films,tt7475578,movie,Munich: The Edge of War,Munich: The Edge of War,,2021.0,,130.0,"Biography,Drama,History",6.8,34622.0,nm2275000,Christian Schwochow,2022-01-01,1,2022-Q1
The Tinder Swindler,162620000,February,2022,Films,tt14992922,movie,The Tinder Swindler,The Tinder Swindler,NO,2022.0,,114.0,"Crime,Documentary",7.1,70773.0,nm3220744,Felicity Morris,2022-02-01,1,2022-Q1
Through My Window,89010000,February,2022,Films,tt14463484,movie,Through My Window,A través de mi ventana,NO,2022.0,,116.0,"Comedy,Drama,Romance",5.5,15671.0,nm2253409,Marçal Forés,2022-02-01,1,2022-Q1
Tall Girl 2,56650000,February,2022,Films,tt16085592,movie,Tall Girl 2,Tall Girl 2,NO,2022.0,,97.0,"Comedy,Drama,Family",4.7,5871.0,nm1733017,Emily Ting,2022-02-01,1,2022-Q1
Despicable Me 2,48680000,February,2022,Films,tt1690953,movie,Despicable Me 2,Despicable Me 2,NO,2013.0,,98.0,"Adventure,Animation,Comedy",7.3,416974.0,"nm1853544,nm0719208","Chris Renaud, Pierre Coffin",2022-02-01,1,2022-Q1
Texas Chainsaw Massacre,46620000,February,2022,Films,tt11755740,movie,Texas Chainsaw Massacre,Texas Chainsaw Massacre,NO,2022.0,,83.0,"Crime,Horror,Thriller",4.7,59418.0,nm2596725,David Blue Garcia,2022-02-01,1,2022-Q1
Home Team,44180000,February,2022,Films,tt14592064,movie,Home Team,Home Team,NO,2022.0,,95.0,"Comedy,Sport",6.0,21245.0,"nm3057695,nm8451296","Charles Kinnane, Daniel Kinnane",2022-02-01,1,2022-Q1
A Madea Homecoming,31560000,February,2022,Films,tt14813966,movie,Tyler Perry's A Madea Homecoming,Tyler Perry's A Madea Homecoming,,2022.0,,105.0,"Comedy,Drama,Romance",5.7,4644.0,nm1347153,Tyler Perry,2022-02-01,1,2022-Q1
Love Tactics,31440000,February,2022,Films,tt14486678,movie,Love Tactics,Ask Taktikleri,NO,2022.0,,97.0,"Comedy,Romance",5.3,5665.0,nm6312587,Emre Kabakusak,2022-02-01,1,2022-Q1
Despicable Me,28560000,February,2022,Films,tt1323594,movie,Despicable Me,Despicable Me,NO,2010.0,,95.0,"Adventure,Animation,Comedy",7.6,570390.0,"nm1853544,nm0719208","Chris Renaud, Pierre Coffin",2022-02-01,1,2022-Q1
My Best Friend Anne Frank,26910000,February,2022,Films,tt10360772,movie,My Best Friend Anne Frank,Mijn beste vriendin Anne Frank,NO,2021.0,,103.0,Drama,6.2,5210.0,nm0813786,Ben Sombogaart,2022-02-01,1,2022-Q1
13 Hours: The Secret Soldiers of Benghazi,26250000,February,2022,Films,,,,,,,,,,,,,,2022-02-01,1,2022-Q1
The Adam Project,209490000,March,2022,Films,tt2463208,movie,The Adam Project,The Adam Project,NO,2022.0,,106.0,"Action,Adventure,Comedy",6.7,221471.0,nm0506613,Shawn Levy,2022-03-01,1,2022-Q1
The Weekend Away,79950000,March,2022,Films,tt14817272,movie,The Weekend Away,The Weekend Away,NO,2022.0,,89.0,"Crime,Drama,Mystery",5.7,28398.0,nm2040537,Kim Farrant,2022-03-01,1,2022-Q1
Black Crab,76430000,March,2022,Films,tt6708668,movie,Black Crab,Svart krabba,NO,2022.0,,114.0,"Action,Adventure,Drama",5.7,24919.0,nm3515833,Adam Berg,2022-03-01,1,2022-Q1
Against The Ice,43460000,March,2022,Films,tt13873302,movie,Against the Ice,Against the Ice,,2022.0,,102.0,"Adventure,Drama,History",6.5,26782.0,nm0282425,Peter Flinth,2022-03-01,1,2022-Q1
A Madea Homecoming,41230000,March,2022,Films,tt14813966,movie,Tyler Perry's A Madea Homecoming,Tyler Perry's A Madea Homecoming,,2022.0,,105.0,"Comedy,Drama,Romance",5.7,4644.0,nm1347153,Tyler Perry,2022-03-01,1,2022-Q1
Restless,40610000,March,2022,Films,tt14465894,movie,Restless,Sans répit,NO,2022.0,,95.0,"Action,Crime,Thriller",5.8,5232.0,nm0089033,Régis Blondeau,2022-03-01,1,2022-Q1
Rescued by Ruby,36970000,March,2022,Films,tt11278476,movie,Rescued by Ruby,Rescued by Ruby,NO,2022.0,,90.0,"Biography,Drama,Family",7.2,10129.0,nm0002240,Katt Shea,2022-03-01,1,2022-Q1
The Pirates: The Last Royal Treasure,36590000,March,2022,Films,tt17491040,movie,The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure,NO,2022.0,,126.0,"Action,Adventure,Comedy",6.1,4441.0,nm4422247,Jeong-hoon Kim,2022-03-01,1,2022-Q1
The Bombardment,32960000,March,2022,Films,tt9170516,movie,The Bombardment,Skyggen i mit øje,NO,2021.0,,107.0,"Drama,History,War",7.3,15595.0,nm0097079,Ole Bornedal,2022-03-01,1,2022-Q1
Shrek,32380000,March,2022,Films,tt0126029,movie,Shrek,Shrek,NO,2001.0,,90.0,"Adventure,Animation,Comedy",7.9,713849.0,"nm0011470,nm0421776","Andrew Adamson, Vicky Jenson",2022-03-01,1,2022-Q1
Shrek 2,29690000,March,2022,Films,tt0298148,movie,Shrek 2,Shrek 2,NO,2004.0,,93.0,"Adventure,Animation,Comedy",7.3,491467.0,"nm0011470,nm0038432,nm0970447","Andrew Adamson, Kelly Asbury, Conrad Vernon",2022-03-01,1,2022-Q1
The In Between,76020000,April,2022,Films,tt8851148,movie,The In Between,The In Between,NO,2022.0,,115.0,"Drama,Romance,Sci-Fi",5.9,9601.0,nm1242062,Arie Posin,2022-04-01,2,2022-Q2
Furioza,47910000,April,2022,Films,tt10515864,movie,Furioza,Furioza,NO,2021.0,,139.0,"Action,Crime,Drama",6.3,5410.0,nm2940110,Cyprian T. Olencki,2022-04-01,2,2022-Q2
The Adam Project,45370000,April,2022,Films,tt2463208,movie,The Adam Project,The Adam Project,NO,2022.0,,106.0,"Action,Adventure,Comedy",6.7,221471.0,nm0506613,Shawn Levy,2022-04-01,2,2022-Q2
All Hail,43820000,April,2022,Films,tt16427718,movie,All Hail,Granizo,NO,2022.0,,118.0,"Comedy,Drama",5.6,3822.0,nm0138759,Marcos Carnevale,2022-04-01,2,2022-Q2
Yaksha: Ruthless Operations,34000000,April,2022,Films,tt12663250,movie,Yaksha: Ruthless Operations,Yacha,NO,2022.0,,125.0,"Action,Crime,Thriller",6.3,4344.0,nm1593802,Hyeon Na,2022-04-01,2,2022-Q2
Choose or Die,31260000,April,2022,Films,tt11514780,movie,Choose or Die,Choose or Die,NO,2022.0,,84.0,"Drama,Horror,Thriller",4.8,24824.0,nm2016267,Toby Meakins,2022-04-01,2,2022-Q2
The Taming of the Shrewd,26350000,April,2022,Films,tt18970380,movie,The Taming of the Shrewd,Poskromienie zlosnicy,NO,2022.0,,112.0,"Comedy,Romance",4.6,1128.0,nm4092908,Anna Wieczur-Bluszcz,2022-04-01,2,2022-Q2
How It Ends,22530000,April,2022,Films,tt13648228,movie,How It Ends,How It Ends,NO,2021.0,,82.0,"Comedy,Drama",5.3,4115.0,"nm1830380,nm0918078","Daryl Wein, Zoe Lister-Jones",2022-04-01,2,2022-Q2
The Bubble,22400000,April,2022,Films,tt13610562,movie,The Bubble,The Bubble,NO,2022.0,,126.0,Comedy,4.7,27780.0,nm0031976,Judd Apatow,2022-04-01,2,2022-Q2
Black Crab,20800000,April,2022,Films,tt6708668,movie,Black Crab,Svart krabba,NO,2022.0,,114.0,"Action,Adventure,Drama",5.7,24919.0,nm3515833,Adam Berg,2022-04-01,2,2022-Q2
In Good Hands,19070000,April,2022,Films,tt14898794,movie,In Good Hands,Sen Yasamaya Bak,NO,2022.0,,104.0,"Comedy,Drama,Romance",5.7,3619.0,nm3773770,Ketche,2022-04-01,2,2022-Q2
Senior Year,142920000,May,2022,Films,tt5315212,movie,Senior Year,Senior Year,NO,2022.0,,111.0,"Comedy,Drama",5.5,42236.0,nm1420377,Alex Hardcastle,2022-05-01,2,2022-Q2
365 Days: This Day,122200000,May,2022,Films,tt12996154,movie,365 Days: This Day,365 Days: This Day,NO,2022.0,,111.0,"Drama,Romance",2.6,23069.0,"nm1705578,nm1372836","Tomasz Mandes, Barbara Bialowas",2022-05-01,2,2022-Q2
The Takedown,76370000,May,2022,Films,tt13822738,movie,The Takedown,Loin du périph,NO,2022.0,,119.0,"Action,Comedy,Crime",5.7,8303.0,nm0504642,Louis Leterrier,2022-05-01,2,2022-Q2
A Perfect Pairing,65630000,May,2022,Films,tt15215512,movie,A Perfect Pairing,A Perfect Pairing,NO,2022.0,,101.0,"Comedy,Romance",6.1,15812.0,nm0568018,Stuart McDonald,2022-05-01,2,2022-Q2
Sonic the Hedgehog,59260000,May,2022,Films,tt3794354,movie,Sonic the Hedgehog,Sonic the Hedgehog,NO,2020.0,,99.0,"Action,Adventure,Comedy",6.5,153433.0,nm1733778,Jeff Fowler,2022-05-01,2,2022-Q2
Gangubai Kathiawadi,47960000,May,2022,Films,tt10083340,movie,Gangubai Kathiawadi,Gangubai Kathiawadi,NO,2022.0,,152.0,"Biography,Crime,Drama",7.8,59724.0,nm0080220,Sanjay Leela Bhansali,2022-05-01,2,2022-Q2
Honeymoon with My Mother,43320000,May,2022,Films,tt11269026,movie,Mother's Love,Amor de madre,,2022.0,,110.0,Comedy,5.8,3568.0,nm2075313,Paco Caballero,2022-05-01,2,2022-Q2
Our Father,42600000,May,2022,Films,tt19704638,movie,Our Father,Our Father,NO,2022.0,,97.0,"Crime,Documentary",6.6,13948.0,nm2444204,Lucie Jourdan,2022-05-01,2,2022-Q2
The Perfect Family,40830000,May,2022,Films,tt11924738,movie,The Perfect Family,La familia perfecta,NO,2021.0,,110.0,"Adventure,Comedy",5.4,2905.0,nm0248401,Arantxa Echevarría,2022-05-01,2,2022-Q2
Silverton Siege,31430000,May,2022,Films,tt18563148,movie,Silverton Siege,Silverton Siege,NO,2022.0,,100.0,"Action,Crime,Drama",6.3,4373.0,nm0239228,Mandla Dube,2022-05-01,2,2022-Q2
Jackass 4.5,30620000,May,2022,Films,tt18258584,video,Jackass 4.5,Jackass 4.5,NO,2022.0,,90.0,"Action,Comedy,Documentary",6.5,13654.0,nm0871860,Jeff Tremaine,2022-05-01,2,2022-Q2
Hustle,167820000,June,2022,Films,tt8009428,movie,Hustle,Hustle,NO,2022.0,,117.0,"Comedy,Drama,Sport",7.3,137688.0,nm1476102,Jeremiah Zagar,2022-06-01,2,2022-Q2
